FID	IID	Trait	Pop	PGS
NA19204	NA19204	ieu-b-4813	AFR	153.244
NA19206	NA19206	ieu-b-4813	AFR	-1022.5
NA19207	NA19207	ieu-b-4813	AFR	553.136
NA19209	NA19209	ieu-b-4813	AFR	-339.685
NA19210	NA19210	ieu-b-4813	AFR	-29.2208
NA19213	NA19213	ieu-b-4813	AFR	26.0684
NA19214	NA19214	ieu-b-4813	AFR	-228.914
NA19222	NA19222	ieu-b-4813	AFR	140.627
NA19223	NA19223	ieu-b-4813	AFR	-314.793
NA19225	NA19225	ieu-b-4813	AFR	140.896
NA19235	NA19235	ieu-b-4813	AFR	-447.944
NA19236	NA19236	ieu-b-4813	AFR	675.428
NA19238	NA19238	ieu-b-4813	AFR	593.033
NA19239	NA19239	ieu-b-4813	AFR	-148.364
NA19247	NA19247	ieu-b-4813	AFR	385.271
NA19248	NA19248	ieu-b-4813	AFR	-171.65
NA19256	NA19256	ieu-b-4813	AFR	-62.8088
NA19257	NA19257	ieu-b-4813	AFR	-463.411
NA19307	NA19307	ieu-b-4813	AFR	-88.6061
NA19308	NA19308	ieu-b-4813	AFR	196.692
NA19309	NA19309	ieu-b-4813	AFR	54.1675
NA19310	NA19310	ieu-b-4813	AFR	-191.898
NA19312	NA19312	ieu-b-4813	AFR	-26.0399
NA19314	NA19314	ieu-b-4813	AFR	-283.437
NA19315	NA19315	ieu-b-4813	AFR	-171.538
NA19316	NA19316	ieu-b-4813	AFR	-330.504
NA19317	NA19317	ieu-b-4813	AFR	184.433
NA19318	NA19318	ieu-b-4813	AFR	288.295
NA19319	NA19319	ieu-b-4813	AFR	410.084
NA19320	NA19320	ieu-b-4813	AFR	233.403
NA19321	NA19321	ieu-b-4813	AFR	-589.81
NA19323	NA19323	ieu-b-4813	AFR	-724.963
NA19324	NA19324	ieu-b-4813	AFR	-900.558
NA19327	NA19327	ieu-b-4813	AFR	-453.976
NA19328	NA19328	ieu-b-4813	AFR	-552.557
NA19331	NA19331	ieu-b-4813	AFR	-419.35
NA19332	NA19332	ieu-b-4813	AFR	458.244
NA19334	NA19334	ieu-b-4813	AFR	244.986
NA19338	NA19338	ieu-b-4813	AFR	-165.134
NA19346	NA19346	ieu-b-4813	AFR	826.983
NA19347	NA19347	ieu-b-4813	AFR	-288.668
NA19350	NA19350	ieu-b-4813	AFR	81.7248
NA19351	NA19351	ieu-b-4813	AFR	706.735
NA19355	NA19355	ieu-b-4813	AFR	99.7542
NA19360	NA19360	ieu-b-4813	AFR	-140.273
NA19372	NA19372	ieu-b-4813	AFR	-1078.61
NA19374	NA19374	ieu-b-4813	AFR	466.426
NA19375	NA19375	ieu-b-4813	AFR	-993.151
NA19376	NA19376	ieu-b-4813	AFR	287.24
NA19377	NA19377	ieu-b-4813	AFR	-288.618
NA19378	NA19378	ieu-b-4813	AFR	-216.609
NA19379	NA19379	ieu-b-4813	AFR	-56.7882
NA19380	NA19380	ieu-b-4813	AFR	-438.243
NA19383	NA19383	ieu-b-4813	AFR	126.296
NA19384	NA19384	ieu-b-4813	AFR	1148.46
NA19385	NA19385	ieu-b-4813	AFR	276.076
NA19390	NA19390	ieu-b-4813	AFR	499.943
NA19391	NA19391	ieu-b-4813	AFR	-286.384
NA19393	NA19393	ieu-b-4813	AFR	286.631
NA19394	NA19394	ieu-b-4813	AFR	404.681
NA19395	NA19395	ieu-b-4813	AFR	947.686
NA19397	NA19397	ieu-b-4813	AFR	-740.772
NA19399	NA19399	ieu-b-4813	AFR	-11.5959
NA19401	NA19401	ieu-b-4813	AFR	-28.9986
NA19403	NA19403	ieu-b-4813	AFR	-774.064
NA19404	NA19404	ieu-b-4813	AFR	411.817
NA19428	NA19428	ieu-b-4813	AFR	-413.802
NA19429	NA19429	ieu-b-4813	AFR	69.3297
NA19430	NA19430	ieu-b-4813	AFR	-251.795
NA19431	NA19431	ieu-b-4813	AFR	715.98
NA19434	NA19434	ieu-b-4813	AFR	-455.396
NA19435	NA19435	ieu-b-4813	AFR	173.534
NA19436	NA19436	ieu-b-4813	AFR	-254.025
NA19437	NA19437	ieu-b-4813	AFR	-339.618
NA19438	NA19438	ieu-b-4813	AFR	116.778
NA19439	NA19439	ieu-b-4813	AFR	705.137
NA19440	NA19440	ieu-b-4813	AFR	564.235
NA19443	NA19443	ieu-b-4813	AFR	-326.415
NA19445	NA19445	ieu-b-4813	AFR	223.303
NA19446	NA19446	ieu-b-4813	AFR	90.9304
NA19448	NA19448	ieu-b-4813	AFR	105.211
NA19449	NA19449	ieu-b-4813	AFR	-70.051
NA19451	NA19451	ieu-b-4813	AFR	-136.81
NA19452	NA19452	ieu-b-4813	AFR	603.912
NA19454	NA19454	ieu-b-4813	AFR	-378.339
NA19455	NA19455	ieu-b-4813	AFR	-450.901
NA19456	NA19456	ieu-b-4813	AFR	100.142
NA19457	NA19457	ieu-b-4813	AFR	154.262
NA19461	NA19461	ieu-b-4813	AFR	96.0409
NA19462	NA19462	ieu-b-4813	AFR	8.2336
NA19463	NA19463	ieu-b-4813	AFR	61.4712
NA19466	NA19466	ieu-b-4813	AFR	732.836
NA19467	NA19467	ieu-b-4813	AFR	-1639.98
NA19468	NA19468	ieu-b-4813	AFR	427.891
NA19471	NA19471	ieu-b-4813	AFR	-446.727
NA19472	NA19472	ieu-b-4813	AFR	-520.826
NA19473	NA19473	ieu-b-4813	AFR	694.287
NA19474	NA19474	ieu-b-4813	AFR	-395.082
NA19475	NA19475	ieu-b-4813	AFR	-457.982
NA19625	NA19625	ieu-b-4813	AFR	348.094
NA19700	NA19700	ieu-b-4813	AFR	-748.027
NA19701	NA19701	ieu-b-4813	AFR	-138.682
NA19703	NA19703	ieu-b-4813	AFR	-892.324
NA19704	NA19704	ieu-b-4813	AFR	386.237
NA19707	NA19707	ieu-b-4813	AFR	-1474.94
NA19711	NA19711	ieu-b-4813	AFR	-667.216
NA19712	NA19712	ieu-b-4813	AFR	-123.797
NA19713	NA19713	ieu-b-4813	AFR	-1389.87
NA19818	NA19818	ieu-b-4813	AFR	-775.412
NA19819	NA19819	ieu-b-4813	AFR	-564.086
NA19834	NA19834	ieu-b-4813	AFR	28.1034
NA19835	NA19835	ieu-b-4813	AFR	-607.802
NA19900	NA19900	ieu-b-4813	AFR	-383.82
NA19901	NA19901	ieu-b-4813	AFR	-1056.72
NA19904	NA19904	ieu-b-4813	AFR	776.168
NA19908	NA19908	ieu-b-4813	AFR	-456.733
NA19909	NA19909	ieu-b-4813	AFR	-429.909
NA19913	NA19913	ieu-b-4813	AFR	-510.633
NA19914	NA19914	ieu-b-4813	AFR	1424.01
NA19916	NA19916	ieu-b-4813	AFR	-763.492
NA19917	NA19917	ieu-b-4813	AFR	-723.241
NA19920	NA19920	ieu-b-4813	AFR	-23.7174
NA19921	NA19921	ieu-b-4813	AFR	535.112
NA19922	NA19922	ieu-b-4813	AFR	-1069.27
NA19923	NA19923	ieu-b-4813	AFR	-568.754
NA19982	NA19982	ieu-b-4813	AFR	-171.505
NA19984	NA19984	ieu-b-4813	AFR	637.397
NA20126	NA20126	ieu-b-4813	AFR	-543.307
NA20127	NA20127	ieu-b-4813	AFR	-286.268
NA20274	NA20274	ieu-b-4813	AFR	-83.0832
NA20276	NA20276	ieu-b-4813	AFR	591.967
NA20278	NA20278	ieu-b-4813	AFR	-19.3755
NA20281	NA20281	ieu-b-4813	AFR	-786.896
NA20282	NA20282	ieu-b-4813	AFR	-1146.05
NA20287	NA20287	ieu-b-4813	AFR	-367.912
NA20289	NA20289	ieu-b-4813	AFR	-1017.71
NA20291	NA20291	ieu-b-4813	AFR	669.435
NA20294	NA20294	ieu-b-4813	AFR	-120.309
NA20296	NA20296	ieu-b-4813	AFR	145.057
NA20298	NA20298	ieu-b-4813	AFR	620.462
NA20299	NA20299	ieu-b-4813	AFR	-1466.78
NA20314	NA20314	ieu-b-4813	AFR	-1085.62
NA20317	NA20317	ieu-b-4813	AFR	-578.557
NA20318	NA20318	ieu-b-4813	AFR	-558.701
NA20320	NA20320	ieu-b-4813	AFR	123.64
NA20321	NA20321	ieu-b-4813	AFR	-105.156
NA20332	NA20332	ieu-b-4813	AFR	-1479.25
NA20334	NA20334	ieu-b-4813	AFR	-160.614
NA20339	NA20339	ieu-b-4813	AFR	-683.035
NA20340	NA20340	ieu-b-4813	AFR	154.704
NA20342	NA20342	ieu-b-4813	AFR	-375.09
NA20346	NA20346	ieu-b-4813	AFR	1222.94
NA20348	NA20348	ieu-b-4813	AFR	-35.8292
NA20351	NA20351	ieu-b-4813	AFR	258.772
NA20355	NA20355	ieu-b-4813	AFR	-304.878
NA20356	NA20356	ieu-b-4813	AFR	-36.9966
NA20357	NA20357	ieu-b-4813	AFR	464.923
NA20359	NA20359	ieu-b-4813	AFR	-438.918
NA20362	NA20362	ieu-b-4813	AFR	-570.771
NA20412	NA20412	ieu-b-4813	AFR	-520.434
HG00551	HG00551	ieu-b-4813	AMR	-669.454
HG00553	HG00553	ieu-b-4813	AMR	-700.254
HG00554	HG00554	ieu-b-4813	AMR	-883.988
HG00637	HG00637	ieu-b-4813	AMR	-2000.67
HG00638	HG00638	ieu-b-4813	AMR	-504.622
HG00640	HG00640	ieu-b-4813	AMR	-2791.6
HG00641	HG00641	ieu-b-4813	AMR	-1159.98
HG00731	HG00731	ieu-b-4813	AMR	-539.31
HG00732	HG00732	ieu-b-4813	AMR	-1723.65
HG00734	HG00734	ieu-b-4813	AMR	-506.226
HG00736	HG00736	ieu-b-4813	AMR	-823.371
HG00737	HG00737	ieu-b-4813	AMR	-3102.97
HG00739	HG00739	ieu-b-4813	AMR	-1768.78
HG00740	HG00740	ieu-b-4813	AMR	-617.895
HG00742	HG00742	ieu-b-4813	AMR	-2173.91
HG00743	HG00743	ieu-b-4813	AMR	-1192.45
HG01047	HG01047	ieu-b-4813	AMR	-2669.47
HG01048	HG01048	ieu-b-4813	AMR	-1149.46
HG01049	HG01049	ieu-b-4813	AMR	-700.384
HG01051	HG01051	ieu-b-4813	AMR	-1920.03
HG01052	HG01052	ieu-b-4813	AMR	-786.937
HG01054	HG01054	ieu-b-4813	AMR	-1632.46
HG01055	HG01055	ieu-b-4813	AMR	-1145.32
HG01058	HG01058	ieu-b-4813	AMR	-2077.45
HG01060	HG01060	ieu-b-4813	AMR	-1147.85
HG01061	HG01061	ieu-b-4813	AMR	-907.937
HG01063	HG01063	ieu-b-4813	AMR	-897.502
HG01064	HG01064	ieu-b-4813	AMR	-469.923
HG01066	HG01066	ieu-b-4813	AMR	-1235.71
HG01067	HG01067	ieu-b-4813	AMR	-1462.98
HG01069	HG01069	ieu-b-4813	AMR	-752.763
HG01070	HG01070	ieu-b-4813	AMR	-555.987
HG01072	HG01072	ieu-b-4813	AMR	-1109.28
HG01073	HG01073	ieu-b-4813	AMR	-2019.5
HG01075	HG01075	ieu-b-4813	AMR	-295.283
HG01077	HG01077	ieu-b-4813	AMR	-1256.06
HG01079	HG01079	ieu-b-4813	AMR	-1292.29
HG01080	HG01080	ieu-b-4813	AMR	-1552.78
HG01082	HG01082	ieu-b-4813	AMR	-1251.35
HG01083	HG01083	ieu-b-4813	AMR	-1231.47
HG01085	HG01085	ieu-b-4813	AMR	-2110.27
HG01086	HG01086	ieu-b-4813	AMR	-1095.51
HG01088	HG01088	ieu-b-4813	AMR	-592.449
HG01089	HG01089	ieu-b-4813	AMR	-659.157
HG01092	HG01092	ieu-b-4813	AMR	-2353.88
HG01094	HG01094	ieu-b-4813	AMR	-490.95
HG01095	HG01095	ieu-b-4813	AMR	-1778
HG01097	HG01097	ieu-b-4813	AMR	-1279.32
HG01098	HG01098	ieu-b-4813	AMR	-1941.75
HG01101	HG01101	ieu-b-4813	AMR	-994.538
HG01102	HG01102	ieu-b-4813	AMR	-1972.01
HG01104	HG01104	ieu-b-4813	AMR	-1461.42
HG01105	HG01105	ieu-b-4813	AMR	-2022.84
HG01107	HG01107	ieu-b-4813	AMR	-1639.91
HG01108	HG01108	ieu-b-4813	AMR	-1515
HG01110	HG01110	ieu-b-4813	AMR	-1451.18
HG01111	HG01111	ieu-b-4813	AMR	-1374.14
HG01112	HG01112	ieu-b-4813	AMR	-43.0295
HG01113	HG01113	ieu-b-4813	AMR	-1722.54
HG01119	HG01119	ieu-b-4813	AMR	-1598.55
HG01121	HG01121	ieu-b-4813	AMR	-1404.21
HG01122	HG01122	ieu-b-4813	AMR	-9.2729
HG01124	HG01124	ieu-b-4813	AMR	-1849.21
HG01125	HG01125	ieu-b-4813	AMR	-1251.98
HG01130	HG01130	ieu-b-4813	AMR	-1347.26
HG01131	HG01131	ieu-b-4813	AMR	-2952.69
HG01133	HG01133	ieu-b-4813	AMR	-1886.54
HG01134	HG01134	ieu-b-4813	AMR	-1844.21
HG01136	HG01136	ieu-b-4813	AMR	-2570.92
HG01137	HG01137	ieu-b-4813	AMR	-858.183
HG01139	HG01139	ieu-b-4813	AMR	-1733.38
HG01140	HG01140	ieu-b-4813	AMR	-1492.09
HG01142	HG01142	ieu-b-4813	AMR	-1369.23
HG01148	HG01148	ieu-b-4813	AMR	-1982.75
HG01149	HG01149	ieu-b-4813	AMR	-2871.39
HG01161	HG01161	ieu-b-4813	AMR	-334.593
HG01162	HG01162	ieu-b-4813	AMR	-523.966
HG01164	HG01164	ieu-b-4813	AMR	-2122.72
HG01167	HG01167	ieu-b-4813	AMR	-1157.73
HG01168	HG01168	ieu-b-4813	AMR	-2148.22
HG01170	HG01170	ieu-b-4813	AMR	-1088.71
HG01171	HG01171	ieu-b-4813	AMR	-547.767
HG01173	HG01173	ieu-b-4813	AMR	145.86
HG01174	HG01174	ieu-b-4813	AMR	-421.784
HG01176	HG01176	ieu-b-4813	AMR	-1975.84
HG01177	HG01177	ieu-b-4813	AMR	-696.764
HG01182	HG01182	ieu-b-4813	AMR	-1030.43
HG01183	HG01183	ieu-b-4813	AMR	124.817
HG01187	HG01187	ieu-b-4813	AMR	560.728
HG01188	HG01188	ieu-b-4813	AMR	-1394.53
HG01190	HG01190	ieu-b-4813	AMR	-1580.17
HG01191	HG01191	ieu-b-4813	AMR	-718.721
HG01197	HG01197	ieu-b-4813	AMR	-1264.53
HG01198	HG01198	ieu-b-4813	AMR	-834.673
HG01200	HG01200	ieu-b-4813	AMR	-1566.34
HG01204	HG01204	ieu-b-4813	AMR	-846.581
HG01205	HG01205	ieu-b-4813	AMR	-893.665
HG01241	HG01241	ieu-b-4813	AMR	-1850.31
HG01242	HG01242	ieu-b-4813	AMR	-1377.87
HG01247	HG01247	ieu-b-4813	AMR	-627.736
HG01248	HG01248	ieu-b-4813	AMR	-1883.51
HG01250	HG01250	ieu-b-4813	AMR	-2565.93
HG01251	HG01251	ieu-b-4813	AMR	-490.484
HG01253	HG01253	ieu-b-4813	AMR	-1296.88
HG01254	HG01254	ieu-b-4813	AMR	-689.106
HG01256	HG01256	ieu-b-4813	AMR	336.655
HG01257	HG01257	ieu-b-4813	AMR	-853.66
HG01259	HG01259	ieu-b-4813	AMR	-461.09
HG01260	HG01260	ieu-b-4813	AMR	-1390.66
HG01269	HG01269	ieu-b-4813	AMR	-640.852
HG01271	HG01271	ieu-b-4813	AMR	-551.833
HG01272	HG01272	ieu-b-4813	AMR	-980.631
HG01275	HG01275	ieu-b-4813	AMR	-66.7861
HG01277	HG01277	ieu-b-4813	AMR	-898.19
HG01280	HG01280	ieu-b-4813	AMR	-2677.46
HG01281	HG01281	ieu-b-4813	AMR	-2358.96
HG01284	HG01284	ieu-b-4813	AMR	-129.269
HG01286	HG01286	ieu-b-4813	AMR	-2442.92
HG01302	HG01302	ieu-b-4813	AMR	-2277.9
HG01303	HG01303	ieu-b-4813	AMR	-1325.88
HG01305	HG01305	ieu-b-4813	AMR	-1395.4
HG01308	HG01308	ieu-b-4813	AMR	-569.639
HG01311	HG01311	ieu-b-4813	AMR	-2140.11
HG01312	HG01312	ieu-b-4813	AMR	-451.107
HG01323	HG01323	ieu-b-4813	AMR	-1674.37
HG01325	HG01325	ieu-b-4813	AMR	-1228.41
HG01326	HG01326	ieu-b-4813	AMR	-2321.21
HG01341	HG01341	ieu-b-4813	AMR	579.504
HG01342	HG01342	ieu-b-4813	AMR	1441.03
HG01344	HG01344	ieu-b-4813	AMR	-1643.49
HG01345	HG01345	ieu-b-4813	AMR	-1439.54
HG01348	HG01348	ieu-b-4813	AMR	-2079.44
HG01350	HG01350	ieu-b-4813	AMR	-2321.85
HG01351	HG01351	ieu-b-4813	AMR	24.4074
HG01353	HG01353	ieu-b-4813	AMR	-680.143
HG01354	HG01354	ieu-b-4813	AMR	-1158.48
HG01356	HG01356	ieu-b-4813	AMR	-2390.48
HG01357	HG01357	ieu-b-4813	AMR	-2480.13
HG01359	HG01359	ieu-b-4813	AMR	-1424.88
HG01360	HG01360	ieu-b-4813	AMR	-915.385
HG01362	HG01362	ieu-b-4813	AMR	-2757.04
HG01363	HG01363	ieu-b-4813	AMR	-1336
HG01365	HG01365	ieu-b-4813	AMR	-379.883
HG01366	HG01366	ieu-b-4813	AMR	-2401.08
HG01369	HG01369	ieu-b-4813	AMR	-956.585
HG01372	HG01372	ieu-b-4813	AMR	-1657.94
HG01374	HG01374	ieu-b-4813	AMR	-1918.05
HG01375	HG01375	ieu-b-4813	AMR	-318.444
HG01377	HG01377	ieu-b-4813	AMR	-1704.2
HG01378	HG01378	ieu-b-4813	AMR	-562.62
HG01383	HG01383	ieu-b-4813	AMR	-1267.5
HG01384	HG01384	ieu-b-4813	AMR	-2831.49
HG01389	HG01389	ieu-b-4813	AMR	-3011.86
HG01390	HG01390	ieu-b-4813	AMR	-713.184
HG01392	HG01392	ieu-b-4813	AMR	-1218.51
HG01393	HG01393	ieu-b-4813	AMR	-207.659
HG01395	HG01395	ieu-b-4813	AMR	-2307.15
HG01396	HG01396	ieu-b-4813	AMR	846.632
HG01398	HG01398	ieu-b-4813	AMR	29.6595
HG01402	HG01402	ieu-b-4813	AMR	-1968.86
HG01403	HG01403	ieu-b-4813	AMR	-1096.2
HG01405	HG01405	ieu-b-4813	AMR	-1514.22
HG01412	HG01412	ieu-b-4813	AMR	-116.168
HG01413	HG01413	ieu-b-4813	AMR	-791.25
HG01414	HG01414	ieu-b-4813	AMR	-1258.73
HG01431	HG01431	ieu-b-4813	AMR	-1905.94
HG01432	HG01432	ieu-b-4813	AMR	-980.241
HG01435	HG01435	ieu-b-4813	AMR	-781.522
HG01437	HG01437	ieu-b-4813	AMR	-1898.91
HG01438	HG01438	ieu-b-4813	AMR	231.44
HG01440	HG01440	ieu-b-4813	AMR	932.406
HG01441	HG01441	ieu-b-4813	AMR	-2515.4
HG01443	HG01443	ieu-b-4813	AMR	-3155.35
HG01444	HG01444	ieu-b-4813	AMR	-1355.79
HG01447	HG01447	ieu-b-4813	AMR	-949.754
HG01455	HG01455	ieu-b-4813	AMR	-2350.04
HG01456	HG01456	ieu-b-4813	AMR	-1564.79
HG01459	HG01459	ieu-b-4813	AMR	-1602.74
HG01461	HG01461	ieu-b-4813	AMR	-1393.58
HG01462	HG01462	ieu-b-4813	AMR	-492.299
HG01464	HG01464	ieu-b-4813	AMR	183.789
HG01465	HG01465	ieu-b-4813	AMR	-1314.39
HG01468	HG01468	ieu-b-4813	AMR	-785.517
HG01474	HG01474	ieu-b-4813	AMR	-1380.36
HG01479	HG01479	ieu-b-4813	AMR	-348.103
HG01485	HG01485	ieu-b-4813	AMR	-708.439
HG01486	HG01486	ieu-b-4813	AMR	-2761.38
HG01488	HG01488	ieu-b-4813	AMR	121.924
HG01489	HG01489	ieu-b-4813	AMR	-819.996
HG01491	HG01491	ieu-b-4813	AMR	-2018.72
HG01492	HG01492	ieu-b-4813	AMR	-1473.94
HG01494	HG01494	ieu-b-4813	AMR	-826.006
HG01495	HG01495	ieu-b-4813	AMR	-920.29
HG01497	HG01497	ieu-b-4813	AMR	-2219.26
HG01498	HG01498	ieu-b-4813	AMR	-1487.01
HG01550	HG01550	ieu-b-4813	AMR	-582.274
HG01551	HG01551	ieu-b-4813	AMR	-1945.06
HG01556	HG01556	ieu-b-4813	AMR	-1512.84
HG01565	HG01565	ieu-b-4813	AMR	-1446.39
HG01566	HG01566	ieu-b-4813	AMR	-1371.93
HG01571	HG01571	ieu-b-4813	AMR	-628.589
HG01572	HG01572	ieu-b-4813	AMR	-800.295
HG01577	HG01577	ieu-b-4813	AMR	-3092.37
HG01578	HG01578	ieu-b-4813	AMR	-721.56
HG01892	HG01892	ieu-b-4813	AMR	-611.407
HG01893	HG01893	ieu-b-4813	AMR	-1590.75
HG01917	HG01917	ieu-b-4813	AMR	101.278
HG01918	HG01918	ieu-b-4813	AMR	-2158.02
HG01920	HG01920	ieu-b-4813	AMR	-211.176
HG01921	HG01921	ieu-b-4813	AMR	-1253.27
HG01923	HG01923	ieu-b-4813	AMR	-483.062
HG01924	HG01924	ieu-b-4813	AMR	-1311.35
HG01926	HG01926	ieu-b-4813	AMR	-939.709
HG01927	HG01927	ieu-b-4813	AMR	-324.448
HG01932	HG01932	ieu-b-4813	AMR	-1118.28
HG01933	HG01933	ieu-b-4813	AMR	-1235.38
HG01935	HG01935	ieu-b-4813	AMR	-305.063
HG01936	HG01936	ieu-b-4813	AMR	-1829.49
HG01938	HG01938	ieu-b-4813	AMR	-963.191
HG01939	HG01939	ieu-b-4813	AMR	-1569.73
HG01941	HG01941	ieu-b-4813	AMR	-642.463
HG01942	HG01942	ieu-b-4813	AMR	-882.893
HG01944	HG01944	ieu-b-4813	AMR	282.479
HG01945	HG01945	ieu-b-4813	AMR	-1799.26
HG01947	HG01947	ieu-b-4813	AMR	-1061.08
HG01948	HG01948	ieu-b-4813	AMR	-1019.29
HG01950	HG01950	ieu-b-4813	AMR	-1774.02
HG01951	HG01951	ieu-b-4813	AMR	-2123.32
HG01953	HG01953	ieu-b-4813	AMR	-1761.91
HG01954	HG01954	ieu-b-4813	AMR	-1881.43
HG01961	HG01961	ieu-b-4813	AMR	-756.661
HG01965	HG01965	ieu-b-4813	AMR	-1598.82
HG01967	HG01967	ieu-b-4813	AMR	-1548.45
HG01968	HG01968	ieu-b-4813	AMR	-1400.12
HG01970	HG01970	ieu-b-4813	AMR	-2011.18
HG01971	HG01971	ieu-b-4813	AMR	-1790.86
HG01973	HG01973	ieu-b-4813	AMR	-1269.29
HG01974	HG01974	ieu-b-4813	AMR	-1165.77
HG01976	HG01976	ieu-b-4813	AMR	-1036.14
HG01977	HG01977	ieu-b-4813	AMR	-539.402
HG01979	HG01979	ieu-b-4813	AMR	-234.267
HG01980	HG01980	ieu-b-4813	AMR	-1516.56
HG01982	HG01982	ieu-b-4813	AMR	-1480.81
HG01991	HG01991	ieu-b-4813	AMR	-1297.76
HG01992	HG01992	ieu-b-4813	AMR	-131.13
HG01997	HG01997	ieu-b-4813	AMR	-549.852
HG02002	HG02002	ieu-b-4813	AMR	-1283.98
HG02003	HG02003	ieu-b-4813	AMR	-233.419
HG02006	HG02006	ieu-b-4813	AMR	-1023.11
HG02008	HG02008	ieu-b-4813	AMR	-1733.79
HG02089	HG02089	ieu-b-4813	AMR	-1554.67
HG02090	HG02090	ieu-b-4813	AMR	-1547.55
HG02102	HG02102	ieu-b-4813	AMR	-966.578
HG02104	HG02104	ieu-b-4813	AMR	-459.435
HG02105	HG02105	ieu-b-4813	AMR	-1035.52
HG02146	HG02146	ieu-b-4813	AMR	261.77
HG02147	HG02147	ieu-b-4813	AMR	-1042.58
HG02150	HG02150	ieu-b-4813	AMR	-966.643
HG02252	HG02252	ieu-b-4813	AMR	-975.452
HG02253	HG02253	ieu-b-4813	AMR	-1546.03
HG02259	HG02259	ieu-b-4813	AMR	-400.512
HG02260	HG02260	ieu-b-4813	AMR	249.02
HG02262	HG02262	ieu-b-4813	AMR	-2946.11
HG02265	HG02265	ieu-b-4813	AMR	-1499.47
HG02266	HG02266	ieu-b-4813	AMR	-856.723
HG02271	HG02271	ieu-b-4813	AMR	-869.669
HG02272	HG02272	ieu-b-4813	AMR	-1368.61
HG02274	HG02274	ieu-b-4813	AMR	-2128.48
HG02275	HG02275	ieu-b-4813	AMR	-2086.45
HG02277	HG02277	ieu-b-4813	AMR	-1196.11
HG02278	HG02278	ieu-b-4813	AMR	-2157.88
HG02285	HG02285	ieu-b-4813	AMR	-819.02
HG02286	HG02286	ieu-b-4813	AMR	-971.876
HG02291	HG02291	ieu-b-4813	AMR	-567.843
HG02292	HG02292	ieu-b-4813	AMR	-339.957
HG02298	HG02298	ieu-b-4813	AMR	498.085
HG02299	HG02299	ieu-b-4813	AMR	-249.341
HG02301	HG02301	ieu-b-4813	AMR	-1673.36
HG02304	HG02304	ieu-b-4813	AMR	-2192.13
HG02312	HG02312	ieu-b-4813	AMR	-184.956
HG02345	HG02345	ieu-b-4813	AMR	-2017.44
HG02348	HG02348	ieu-b-4813	AMR	-1936.99
HG02425	HG02425	ieu-b-4813	AMR	-1252.48
NA19648	NA19648	ieu-b-4813	AMR	-1859.46
NA19649	NA19649	ieu-b-4813	AMR	-113.39
NA19651	NA19651	ieu-b-4813	AMR	-1104.97
NA19652	NA19652	ieu-b-4813	AMR	-560.069
NA19654	NA19654	ieu-b-4813	AMR	468.669
NA19655	NA19655	ieu-b-4813	AMR	-1600.28
NA19657	NA19657	ieu-b-4813	AMR	-862.485
NA19658	NA19658	ieu-b-4813	AMR	106.151
NA19661	NA19661	ieu-b-4813	AMR	-1540.83
NA19663	NA19663	ieu-b-4813	AMR	-1956.27
NA19664	NA19664	ieu-b-4813	AMR	-1880.05
NA19669	NA19669	ieu-b-4813	AMR	-611.567
NA19670	NA19670	ieu-b-4813	AMR	-415.048
NA19676	NA19676	ieu-b-4813	AMR	514.503
NA19678	NA19678	ieu-b-4813	AMR	-1510.55
NA19679	NA19679	ieu-b-4813	AMR	-1153.52
NA19681	NA19681	ieu-b-4813	AMR	-1449.01
NA19682	NA19682	ieu-b-4813	AMR	-822.38
NA19684	NA19684	ieu-b-4813	AMR	-523.306
NA19716	NA19716	ieu-b-4813	AMR	-681.276
NA19717	NA19717	ieu-b-4813	AMR	-1078.01
NA19719	NA19719	ieu-b-4813	AMR	-1362.05
NA19720	NA19720	ieu-b-4813	AMR	-1021.98
NA19722	NA19722	ieu-b-4813	AMR	-1292.07
NA19723	NA19723	ieu-b-4813	AMR	-1703.85
NA19725	NA19725	ieu-b-4813	AMR	-1969.18
NA19726	NA19726	ieu-b-4813	AMR	-2499.46
NA19728	NA19728	ieu-b-4813	AMR	-2004.83
NA19729	NA19729	ieu-b-4813	AMR	-1610.57
NA19731	NA19731	ieu-b-4813	AMR	-474.644
NA19732	NA19732	ieu-b-4813	AMR	-1843.6
NA19734	NA19734	ieu-b-4813	AMR	-987.751
NA19735	NA19735	ieu-b-4813	AMR	-481.805
NA19740	NA19740	ieu-b-4813	AMR	424.564
NA19741	NA19741	ieu-b-4813	AMR	-1813.1
NA19746	NA19746	ieu-b-4813	AMR	-1446.7
NA19747	NA19747	ieu-b-4813	AMR	-2526.44
NA19749	NA19749	ieu-b-4813	AMR	-539.971
NA19750	NA19750	ieu-b-4813	AMR	-405.154
NA19752	NA19752	ieu-b-4813	AMR	-1279.75
NA19755	NA19755	ieu-b-4813	AMR	-432.378
NA19756	NA19756	ieu-b-4813	AMR	-2146.72
NA19758	NA19758	ieu-b-4813	AMR	-1183.15
NA19759	NA19759	ieu-b-4813	AMR	-280.02
NA19761	NA19761	ieu-b-4813	AMR	-2755.08
NA19762	NA19762	ieu-b-4813	AMR	-661.657
NA19764	NA19764	ieu-b-4813	AMR	-386.801
NA19770	NA19770	ieu-b-4813	AMR	43.2188
NA19771	NA19771	ieu-b-4813	AMR	-2367.74
NA19773	NA19773	ieu-b-4813	AMR	-1042.58
NA19774	NA19774	ieu-b-4813	AMR	-1179.63
