FID	IID	Trait	Pop	PGS		
HG01171	HG01171	ieu-b-4845	AMR	-83.6049	PUR	AMR
HG01173	HG01173	ieu-b-4845	AMR	91.4226	PUR	AMR
HG01174	HG01174	ieu-b-4845	AMR	-43.108	PUR	AMR
HG01176	HG01176	ieu-b-4845	AMR	74.2693	PUR	AMR
HG01177	HG01177	ieu-b-4845	AMR	-110.25	PUR	AMR
HG01182	HG01182	ieu-b-4845	AMR	-403.964	PUR	AMR
HG01183	HG01183	ieu-b-4845	AMR	81.9078	PUR	AMR
HG01187	HG01187	ieu-b-4845	AMR	60.766	PUR	AMR
HG01188	HG01188	ieu-b-4845	AMR	-255.881	PUR	AMR
HG01190	HG01190	ieu-b-4845	AMR	-22.4509	PUR	AMR
HG01191	HG01191	ieu-b-4845	AMR	47.3937	PUR	AMR
HG01197	HG01197	ieu-b-4845	AMR	343.648	PUR	AMR
HG01198	HG01198	ieu-b-4845	AMR	12.7129	PUR	AMR
HG01200	HG01200	ieu-b-4845	AMR	-27.7912	PUR	AMR
HG01204	HG01204	ieu-b-4845	AMR	-148.747	PUR	AMR
HG01205	HG01205	ieu-b-4845	AMR	59.38	PUR	AMR
HG01241	HG01241	ieu-b-4845	AMR	217.209	PUR	AMR
HG01242	HG01242	ieu-b-4845	AMR	64.0233	PUR	AMR
HG01247	HG01247	ieu-b-4845	AMR	224.948	PUR	AMR
HG01248	HG01248	ieu-b-4845	AMR	88.3913	PUR	AMR
HG01250	HG01250	ieu-b-4845	AMR	200.699	CLM	AMR
HG01251	HG01251	ieu-b-4845	AMR	-1.69884	CLM	AMR
HG01253	HG01253	ieu-b-4845	AMR	-114.725	CLM	AMR
HG01254	HG01254	ieu-b-4845	AMR	149.727	CLM	AMR
HG01256	HG01256	ieu-b-4845	AMR	36.6495	CLM	AMR
HG01257	HG01257	ieu-b-4845	AMR	49.3358	CLM	AMR
HG01259	HG01259	ieu-b-4845	AMR	176.761	CLM	AMR
HG01260	HG01260	ieu-b-4845	AMR	-157.634	CLM	AMR
HG01269	HG01269	ieu-b-4845	AMR	-38.4041	CLM	AMR
HG01271	HG01271	ieu-b-4845	AMR	-87.6225	CLM	AMR
HG01272	HG01272	ieu-b-4845	AMR	112.136	CLM	AMR
HG01275	HG01275	ieu-b-4845	AMR	111.012	CLM	AMR
HG01277	HG01277	ieu-b-4845	AMR	115.903	CLM	AMR
HG01280	HG01280	ieu-b-4845	AMR	-5.28279	CLM	AMR
HG01281	HG01281	ieu-b-4845	AMR	49.113	CLM	AMR
HG01284	HG01284	ieu-b-4845	AMR	23.7491	CLM	AMR
HG01286	HG01286	ieu-b-4845	AMR	-2.4317	PUR	AMR
HG01302	HG01302	ieu-b-4845	AMR	-141.762	PUR	AMR
HG01303	HG01303	ieu-b-4845	AMR	-128.272	PUR	AMR
HG01305	HG01305	ieu-b-4845	AMR	-63.8805	PUR	AMR
HG01308	HG01308	ieu-b-4845	AMR	100.31	PUR	AMR
HG01311	HG01311	ieu-b-4845	AMR	-54.8959	PUR	AMR
HG01312	HG01312	ieu-b-4845	AMR	90.927	PUR	AMR
HG01323	HG01323	ieu-b-4845	AMR	-65.9898	PUR	AMR
HG01325	HG01325	ieu-b-4845	AMR	227.72	PUR	AMR
HG01326	HG01326	ieu-b-4845	AMR	-145.471	PUR	AMR
HG01341	HG01341	ieu-b-4845	AMR	-111.262	CLM	AMR
HG01342	HG01342	ieu-b-4845	AMR	-35.2297	CLM	AMR
HG01344	HG01344	ieu-b-4845	AMR	81.1599	CLM	AMR
HG01345	HG01345	ieu-b-4845	AMR	213.325	CLM	AMR
HG01348	HG01348	ieu-b-4845	AMR	169.82	CLM	AMR
HG01350	HG01350	ieu-b-4845	AMR	191.777	CLM	AMR
HG01351	HG01351	ieu-b-4845	AMR	-210.934	CLM	AMR
HG01353	HG01353	ieu-b-4845	AMR	40.3766	CLM	AMR
HG01354	HG01354	ieu-b-4845	AMR	103.11	CLM	AMR
HG01356	HG01356	ieu-b-4845	AMR	305.665	CLM	AMR
HG01357	HG01357	ieu-b-4845	AMR	245.278	CLM	AMR
HG01359	HG01359	ieu-b-4845	AMR	232.611	CLM	AMR
HG01360	HG01360	ieu-b-4845	AMR	-220.082	CLM	AMR
HG01362	HG01362	ieu-b-4845	AMR	82.3924	CLM	AMR
HG01363	HG01363	ieu-b-4845	AMR	14.884	CLM	AMR
HG01365	HG01365	ieu-b-4845	AMR	-49.9462	CLM	AMR
HG01366	HG01366	ieu-b-4845	AMR	148.659	CLM	AMR
HG01369	HG01369	ieu-b-4845	AMR	114.974	CLM	AMR
HG01372	HG01372	ieu-b-4845	AMR	-56.0196	CLM	AMR
HG01374	HG01374	ieu-b-4845	AMR	51.8602	CLM	AMR
HG01375	HG01375	ieu-b-4845	AMR	221.649	CLM	AMR
HG01377	HG01377	ieu-b-4845	AMR	29.61	CLM	AMR
HG01378	HG01378	ieu-b-4845	AMR	66.3614	CLM	AMR
HG01383	HG01383	ieu-b-4845	AMR	-81.2923	CLM	AMR
HG01384	HG01384	ieu-b-4845	AMR	-97.2752	CLM	AMR
HG01389	HG01389	ieu-b-4845	AMR	-190.378	CLM	AMR
HG01390	HG01390	ieu-b-4845	AMR	45.1559	CLM	AMR
HG01392	HG01392	ieu-b-4845	AMR	-74.9519	PUR	AMR
HG01393	HG01393	ieu-b-4845	AMR	113.869	PUR	AMR
HG01395	HG01395	ieu-b-4845	AMR	-157.431	PUR	AMR
HG01396	HG01396	ieu-b-4845	AMR	-22.7832	PUR	AMR
HG01398	HG01398	ieu-b-4845	AMR	-163.784	PUR	AMR
HG01402	HG01402	ieu-b-4845	AMR	138.57	PUR	AMR
HG01403	HG01403	ieu-b-4845	AMR	-266.03	PUR	AMR
HG01405	HG01405	ieu-b-4845	AMR	-8.62087	PUR	AMR
HG01412	HG01412	ieu-b-4845	AMR	165.781	PUR	AMR
HG01413	HG01413	ieu-b-4845	AMR	-158.174	PUR	AMR
HG01414	HG01414	ieu-b-4845	AMR	-215.954	PUR	AMR
HG01431	HG01431	ieu-b-4845	AMR	-61.3321	CLM	AMR
HG01432	HG01432	ieu-b-4845	AMR	-36.1297	CLM	AMR
HG01435	HG01435	ieu-b-4845	AMR	140.009	CLM	AMR
HG01437	HG01437	ieu-b-4845	AMR	196.716	CLM	AMR
HG01438	HG01438	ieu-b-4845	AMR	-75.4471	CLM	AMR
HG01440	HG01440	ieu-b-4845	AMR	-203.254	CLM	AMR
HG01441	HG01441	ieu-b-4845	AMR	-32.4941	CLM	AMR
HG01443	HG01443	ieu-b-4845	AMR	274.928	CLM	AMR
HG01444	HG01444	ieu-b-4845	AMR	-108.602	CLM	AMR
HG01447	HG01447	ieu-b-4845	AMR	-17.5581	CLM	AMR
HG01455	HG01455	ieu-b-4845	AMR	133.121	CLM	AMR
HG01456	HG01456	ieu-b-4845	AMR	-21.116	CLM	AMR
HG01459	HG01459	ieu-b-4845	AMR	114.771	CLM	AMR
HG01461	HG01461	ieu-b-4845	AMR	-150.767	CLM	AMR
HG01462	HG01462	ieu-b-4845	AMR	90.6917	CLM	AMR
HG01464	HG01464	ieu-b-4845	AMR	91.8626	CLM	AMR
HG01465	HG01465	ieu-b-4845	AMR	170.367	CLM	AMR
HG01468	HG01468	ieu-b-4845	AMR	-71.2422	CLM	AMR
HG01474	HG01474	ieu-b-4845	AMR	278.011	CLM	AMR
HG01479	HG01479	ieu-b-4845	AMR	-254.694	CLM	AMR
HG01485	HG01485	ieu-b-4845	AMR	-151.362	CLM	AMR
HG01486	HG01486	ieu-b-4845	AMR	12.448	CLM	AMR
HG01488	HG01488	ieu-b-4845	AMR	-77.7825	CLM	AMR
HG01489	HG01489	ieu-b-4845	AMR	151.06	CLM	AMR
HG01491	HG01491	ieu-b-4845	AMR	-13.6277	CLM	AMR
HG01492	HG01492	ieu-b-4845	AMR	211.413	CLM	AMR
HG01494	HG01494	ieu-b-4845	AMR	-41.2737	CLM	AMR
HG01495	HG01495	ieu-b-4845	AMR	-33.7144	CLM	AMR
HG01497	HG01497	ieu-b-4845	AMR	192.219	CLM	AMR
HG01498	HG01498	ieu-b-4845	AMR	294.353	CLM	AMR
HG01550	HG01550	ieu-b-4845	AMR	403.37	CLM	AMR
HG01551	HG01551	ieu-b-4845	AMR	-238.557	CLM	AMR
HG01556	HG01556	ieu-b-4845	AMR	190.491	CLM	AMR
HG01565	HG01565	ieu-b-4845	AMR	66.9889	PEL	AMR
HG01566	HG01566	ieu-b-4845	AMR	50.042	PEL	AMR
HG01571	HG01571	ieu-b-4845	AMR	-164.424	PEL	AMR
HG01572	HG01572	ieu-b-4845	AMR	104.584	PEL	AMR
HG01577	HG01577	ieu-b-4845	AMR	-12.6295	PEL	AMR
HG01578	HG01578	ieu-b-4845	AMR	348.985	PEL	AMR
HG01892	HG01892	ieu-b-4845	AMR	-80.7656	PEL	AMR
HG01893	HG01893	ieu-b-4845	AMR	-102.759	PEL	AMR
HG01917	HG01917	ieu-b-4845	AMR	-0.0955574	PEL	AMR
HG01918	HG01918	ieu-b-4845	AMR	-113.639	PEL	AMR
HG01920	HG01920	ieu-b-4845	AMR	-90.5065	PEL	AMR
HG01921	HG01921	ieu-b-4845	AMR	60.1669	PEL	AMR
HG01923	HG01923	ieu-b-4845	AMR	-76.6875	PEL	AMR
HG01924	HG01924	ieu-b-4845	AMR	49.6596	PEL	AMR
HG01926	HG01926	ieu-b-4845	AMR	-24.9957	PEL	AMR
HG01927	HG01927	ieu-b-4845	AMR	-5.98543	PEL	AMR
HG01932	HG01932	ieu-b-4845	AMR	-33.7497	PEL	AMR
HG01933	HG01933	ieu-b-4845	AMR	212.258	PEL	AMR
HG01935	HG01935	ieu-b-4845	AMR	78.8225	PEL	AMR
HG01936	HG01936	ieu-b-4845	AMR	-58.773	PEL	AMR
HG01938	HG01938	ieu-b-4845	AMR	119.562	PEL	AMR
HG01939	HG01939	ieu-b-4845	AMR	34.196	PEL	AMR
HG01941	HG01941	ieu-b-4845	AMR	-22.2169	PEL	AMR
HG01942	HG01942	ieu-b-4845	AMR	-212.663	PEL	AMR
HG01944	HG01944	ieu-b-4845	AMR	90.9857	PEL	AMR
HG01945	HG01945	ieu-b-4845	AMR	244.988	PEL	AMR
HG01947	HG01947	ieu-b-4845	AMR	61.1805	PEL	AMR
HG01948	HG01948	ieu-b-4845	AMR	-46.4861	PEL	AMR
HG01950	HG01950	ieu-b-4845	AMR	-33.555	PEL	AMR
HG01951	HG01951	ieu-b-4845	AMR	32.0006	PEL	AMR
HG01953	HG01953	ieu-b-4845	AMR	-21.5609	PEL	AMR
HG01954	HG01954	ieu-b-4845	AMR	195.667	PEL	AMR
HG01961	HG01961	ieu-b-4845	AMR	-36.715	PEL	AMR
HG01965	HG01965	ieu-b-4845	AMR	-236.686	PEL	AMR
HG01967	HG01967	ieu-b-4845	AMR	31.3759	PEL	AMR
HG01968	HG01968	ieu-b-4845	AMR	110.073	PEL	AMR
HG01970	HG01970	ieu-b-4845	AMR	308.498	PEL	AMR
HG01971	HG01971	ieu-b-4845	AMR	94.4667	PEL	AMR
HG01973	HG01973	ieu-b-4845	AMR	156.973	PEL	AMR
HG01974	HG01974	ieu-b-4845	AMR	38.449	PEL	AMR
HG01976	HG01976	ieu-b-4845	AMR	-91.1539	PEL	AMR
HG01977	HG01977	ieu-b-4845	AMR	-19.0262	PEL	AMR
HG01979	HG01979	ieu-b-4845	AMR	-37.7631	PEL	AMR
HG01980	HG01980	ieu-b-4845	AMR	134.943	PEL	AMR
HG01982	HG01982	ieu-b-4845	AMR	-123.284	PEL	AMR
HG01991	HG01991	ieu-b-4845	AMR	201.71	PEL	AMR
HG01992	HG01992	ieu-b-4845	AMR	-86.9491	PEL	AMR
HG01997	HG01997	ieu-b-4845	AMR	-10.8971	PEL	AMR
HG02002	HG02002	ieu-b-4845	AMR	138.299	PEL	AMR
HG02003	HG02003	ieu-b-4845	AMR	-27.9354	PEL	AMR
HG02006	HG02006	ieu-b-4845	AMR	-106.491	PEL	AMR
HG02008	HG02008	ieu-b-4845	AMR	239.415	PEL	AMR
HG02089	HG02089	ieu-b-4845	AMR	89.7801	PEL	AMR
HG02090	HG02090	ieu-b-4845	AMR	-179.897	PEL	AMR
HG02102	HG02102	ieu-b-4845	AMR	37.374	PEL	AMR
HG02104	HG02104	ieu-b-4845	AMR	-146.8	PEL	AMR
HG02105	HG02105	ieu-b-4845	AMR	-100.765	PEL	AMR
HG02146	HG02146	ieu-b-4845	AMR	330.449	PEL	AMR
HG02147	HG02147	ieu-b-4845	AMR	-36.7178	PEL	AMR
HG02150	HG02150	ieu-b-4845	AMR	-78.3439	PEL	AMR
HG02252	HG02252	ieu-b-4845	AMR	-116.25	PEL	AMR
HG02253	HG02253	ieu-b-4845	AMR	-133.565	PEL	AMR
HG02259	HG02259	ieu-b-4845	AMR	-134.091	PEL	AMR
HG02260	HG02260	ieu-b-4845	AMR	-225.492	PEL	AMR
HG02262	HG02262	ieu-b-4845	AMR	-71.2482	PEL	AMR
HG02265	HG02265	ieu-b-4845	AMR	-106.566	PEL	AMR
HG02266	HG02266	ieu-b-4845	AMR	22.8747	PEL	AMR
HG02271	HG02271	ieu-b-4845	AMR	-140.319	PEL	AMR
HG02272	HG02272	ieu-b-4845	AMR	-145.41	PEL	AMR
HG02274	HG02274	ieu-b-4845	AMR	-158.302	PEL	AMR
HG02275	HG02275	ieu-b-4845	AMR	-13.7085	PEL	AMR
HG02277	HG02277	ieu-b-4845	AMR	86.7154	PEL	AMR
HG02278	HG02278	ieu-b-4845	AMR	-39.2696	PEL	AMR
HG02285	HG02285	ieu-b-4845	AMR	-66.2133	PEL	AMR
HG02286	HG02286	ieu-b-4845	AMR	248.291	PEL	AMR
HG02291	HG02291	ieu-b-4845	AMR	-24.2234	PEL	AMR
HG02292	HG02292	ieu-b-4845	AMR	141.35	PEL	AMR
HG02298	HG02298	ieu-b-4845	AMR	-123.036	PEL	AMR
HG02299	HG02299	ieu-b-4845	AMR	-216.995	PEL	AMR
HG02301	HG02301	ieu-b-4845	AMR	-160.651	PEL	AMR
HG02304	HG02304	ieu-b-4845	AMR	171.95	PEL	AMR
HG02312	HG02312	ieu-b-4845	AMR	152.839	PEL	AMR
HG02345	HG02345	ieu-b-4845	AMR	14.4834	PEL	AMR
HG02348	HG02348	ieu-b-4845	AMR	39.5507	PEL	AMR
HG02425	HG02425	ieu-b-4845	AMR	-110.28	PEL	AMR
NA19648	NA19648	ieu-b-4845	AMR	-196.326	MXL	AMR
NA19649	NA19649	ieu-b-4845	AMR	-51.4377	MXL	AMR
NA19651	NA19651	ieu-b-4845	AMR	77.0073	MXL	AMR
NA19652	NA19652	ieu-b-4845	AMR	14.6825	MXL	AMR
NA19654	NA19654	ieu-b-4845	AMR	-40.2155	MXL	AMR
NA19655	NA19655	ieu-b-4845	AMR	48.0909	MXL	AMR
NA19657	NA19657	ieu-b-4845	AMR	122.554	MXL	AMR
NA19658	NA19658	ieu-b-4845	AMR	68.3559	MXL	AMR
NA19661	NA19661	ieu-b-4845	AMR	-16.2685	MXL	AMR
NA19663	NA19663	ieu-b-4845	AMR	215.458	MXL	AMR
NA19664	NA19664	ieu-b-4845	AMR	-209.048	MXL	AMR
NA19669	NA19669	ieu-b-4845	AMR	-100.241	MXL	AMR
NA19670	NA19670	ieu-b-4845	AMR	278.78	MXL	AMR
NA19676	NA19676	ieu-b-4845	AMR	-202.704	MXL	AMR
NA19678	NA19678	ieu-b-4845	AMR	-164.004	MXL	AMR
NA19679	NA19679	ieu-b-4845	AMR	-165.504	MXL	AMR
NA19681	NA19681	ieu-b-4845	AMR	401.144	MXL	AMR
NA19682	NA19682	ieu-b-4845	AMR	67.3257	MXL	AMR
NA19684	NA19684	ieu-b-4845	AMR	-94.8509	MXL	AMR
NA19716	NA19716	ieu-b-4845	AMR	297.667	MXL	AMR
NA19717	NA19717	ieu-b-4845	AMR	338.993	MXL	AMR
NA19719	NA19719	ieu-b-4845	AMR	292.159	MXL	AMR
NA19720	NA19720	ieu-b-4845	AMR	-160.548	MXL	AMR
NA19722	NA19722	ieu-b-4845	AMR	144.138	MXL	AMR
NA19723	NA19723	ieu-b-4845	AMR	-48.9897	MXL	AMR
NA19725	NA19725	ieu-b-4845	AMR	310.458	MXL	AMR
NA19726	NA19726	ieu-b-4845	AMR	-49.2783	MXL	AMR
NA19728	NA19728	ieu-b-4845	AMR	19.1956	MXL	AMR
NA19729	NA19729	ieu-b-4845	AMR	-79.1805	MXL	AMR
NA19731	NA19731	ieu-b-4845	AMR	185.624	MXL	AMR
NA19732	NA19732	ieu-b-4845	AMR	27.806	MXL	AMR
NA19734	NA19734	ieu-b-4845	AMR	155.732	MXL	AMR
NA19735	NA19735	ieu-b-4845	AMR	62.7901	MXL	AMR
NA19740	NA19740	ieu-b-4845	AMR	-63.7714	MXL	AMR
NA19741	NA19741	ieu-b-4845	AMR	195.64	MXL	AMR
NA19746	NA19746	ieu-b-4845	AMR	195.723	MXL	AMR
NA19747	NA19747	ieu-b-4845	AMR	107.478	MXL	AMR
NA19749	NA19749	ieu-b-4845	AMR	0.299147	MXL	AMR
NA19750	NA19750	ieu-b-4845	AMR	131.117	MXL	AMR
NA19752	NA19752	ieu-b-4845	AMR	-23.3356	MXL	AMR
NA19755	NA19755	ieu-b-4845	AMR	78.5823	MXL	AMR
NA19756	NA19756	ieu-b-4845	AMR	120.338	MXL	AMR
NA19758	NA19758	ieu-b-4845	AMR	199.266	MXL	AMR
NA19759	NA19759	ieu-b-4845	AMR	-85.2849	MXL	AMR
NA19761	NA19761	ieu-b-4845	AMR	111.749	MXL	AMR
NA19762	NA19762	ieu-b-4845	AMR	121.061	MXL	AMR
NA19764	NA19764	ieu-b-4845	AMR	9.7549	MXL	AMR
NA19770	NA19770	ieu-b-4845	AMR	-268.055	MXL	AMR
NA19771	NA19771	ieu-b-4845	AMR	81.4137	MXL	AMR
NA19773	NA19773	ieu-b-4845	AMR	119.465	MXL	AMR
NA19774	NA19774	ieu-b-4845	AMR	-89.4718	MXL	AMR
NA19776	NA19776	ieu-b-4845	AMR	7.40971	MXL	AMR
NA19777	NA19777	ieu-b-4845	AMR	-37.4145	MXL	AMR
NA19779	NA19779	ieu-b-4845	AMR	-14.937	MXL	AMR
NA19780	NA19780	ieu-b-4845	AMR	167.963	MXL	AMR
NA19782	NA19782	ieu-b-4845	AMR	101.872	MXL	AMR
NA19783	NA19783	ieu-b-4845	AMR	88.4213	MXL	AMR
NA19785	NA19785	ieu-b-4845	AMR	143.361	MXL	AMR
NA19786	NA19786	ieu-b-4845	AMR	281.377	MXL	AMR
NA19788	NA19788	ieu-b-4845	AMR	13.9638	MXL	AMR
NA19789	NA19789	ieu-b-4845	AMR	195.394	MXL	AMR
NA19792	NA19792	ieu-b-4845	AMR	214.062	MXL	AMR
NA19794	NA19794	ieu-b-4845	AMR	-136.264	MXL	AMR
NA19795	NA19795	ieu-b-4845	AMR	135.392	MXL	AMR
HG00403	HG00403	ieu-b-4845	EAS	199.271	CHS	EAS
HG00404	HG00404	ieu-b-4845	EAS	47.2178	CHS	EAS
HG00406	HG00406	ieu-b-4845	EAS	139.255	CHS	EAS
HG00407	HG00407	ieu-b-4845	EAS	36.3655	CHS	EAS
HG00409	HG00409	ieu-b-4845	EAS	47.996	CHS	EAS
HG00410	HG00410	ieu-b-4845	EAS	64.2227	CHS	EAS
HG00419	HG00419	ieu-b-4845	EAS	-249.686	CHS	EAS
HG00421	HG00421	ieu-b-4845	EAS	25.5051	CHS	EAS
HG00422	HG00422	ieu-b-4845	EAS	97.2475	CHS	EAS
HG00428	HG00428	ieu-b-4845	EAS	70.8901	CHS	EAS
HG00436	HG00436	ieu-b-4845	EAS	151.111	CHS	EAS
HG00437	HG00437	ieu-b-4845	EAS	-18.4262	CHS	EAS
HG00442	HG00442	ieu-b-4845	EAS	-89.5486	CHS	EAS
HG00443	HG00443	ieu-b-4845	EAS	36.6088	CHS	EAS
HG00445	HG00445	ieu-b-4845	EAS	-7.35284	CHS	EAS
HG00446	HG00446	ieu-b-4845	EAS	8.53212	CHS	EAS
HG00448	HG00448	ieu-b-4845	EAS	69.4456	CHS	EAS
HG00449	HG00449	ieu-b-4845	EAS	-102.608	CHS	EAS
HG00451	HG00451	ieu-b-4845	EAS	171.286	CHS	EAS
HG00452	HG00452	ieu-b-4845	EAS	-60.8817	CHS	EAS
HG00457	HG00457	ieu-b-4845	EAS	51.3078	CHS	EAS
HG00458	HG00458	ieu-b-4845	EAS	199.828	CHS	EAS
HG00463	HG00463	ieu-b-4845	EAS	-46.2804	CHS	EAS
HG00464	HG00464	ieu-b-4845	EAS	-10.6068	CHS	EAS
HG00472	HG00472	ieu-b-4845	EAS	-20.556	CHS	EAS
HG00473	HG00473	ieu-b-4845	EAS	-30.1654	CHS	EAS
HG00475	HG00475	ieu-b-4845	EAS	78.8122	CHS	EAS
HG00476	HG00476	ieu-b-4845	EAS	376.689	CHS	EAS
HG00478	HG00478	ieu-b-4845	EAS	81.5042	CHS	EAS
HG00479	HG00479	ieu-b-4845	EAS	109.442	CHS	EAS
HG00500	HG00500	ieu-b-4845	EAS	22.0474	CHS	EAS
HG00513	HG00513	ieu-b-4845	EAS	114.857	CHS	EAS
HG00524	HG00524	ieu-b-4845	EAS	-77.5694	CHS	EAS
HG00525	HG00525	ieu-b-4845	EAS	-10.392	CHS	EAS
HG00530	HG00530	ieu-b-4845	EAS	-30.7625	CHS	EAS
HG00531	HG00531	ieu-b-4845	EAS	125.612	CHS	EAS
HG00533	HG00533	ieu-b-4845	EAS	131.68	CHS	EAS
HG00534	HG00534	ieu-b-4845	EAS	43.7144	CHS	EAS
HG00536	HG00536	ieu-b-4845	EAS	212.407	CHS	EAS
HG00537	HG00537	ieu-b-4845	EAS	75.6531	CHS	EAS
HG00542	HG00542	ieu-b-4845	EAS	121.011	CHS	EAS
HG00543	HG00543	ieu-b-4845	EAS	129.724	CHS	EAS
HG00556	HG00556	ieu-b-4845	EAS	22.0519	CHS	EAS
HG00557	HG00557	ieu-b-4845	EAS	-171.765	CHS	EAS
HG00559	HG00559	ieu-b-4845	EAS	205.537	CHS	EAS
HG00560	HG00560	ieu-b-4845	EAS	149.483	CHS	EAS
HG00565	HG00565	ieu-b-4845	EAS	-74.1065	CHS	EAS
HG00566	HG00566	ieu-b-4845	EAS	-17.8624	CHS	EAS
HG00580	HG00580	ieu-b-4845	EAS	-15.2856	CHS	EAS
HG00581	HG00581	ieu-b-4845	EAS	126.278	CHS	EAS
HG00583	HG00583	ieu-b-4845	EAS	136.483	CHS	EAS
HG00584	HG00584	ieu-b-4845	EAS	178.204	CHS	EAS
HG00589	HG00589	ieu-b-4845	EAS	186.005	CHS	EAS
HG00590	HG00590	ieu-b-4845	EAS	-56.9469	CHS	EAS
HG00592	HG00592	ieu-b-4845	EAS	-28.738	CHS	EAS
HG00593	HG00593	ieu-b-4845	EAS	137.325	CHS	EAS
HG00595	HG00595	ieu-b-4845	EAS	-28.6288	CHS	EAS
HG00596	HG00596	ieu-b-4845	EAS	26.4749	CHS	EAS
HG00598	HG00598	ieu-b-4845	EAS	273.746	CHS	EAS
HG00599	HG00599	ieu-b-4845	EAS	-2.16635	CHS	EAS
HG00607	HG00607	ieu-b-4845	EAS	-64.3149	CHS	EAS
HG00608	HG00608	ieu-b-4845	EAS	163.414	CHS	EAS
HG00610	HG00610	ieu-b-4845	EAS	187.56	CHS	EAS
HG00611	HG00611	ieu-b-4845	EAS	44.6762	CHS	EAS
HG00613	HG00613	ieu-b-4845	EAS	167.706	CHS	EAS
HG00614	HG00614	ieu-b-4845	EAS	-68.5126	CHS	EAS
HG00619	HG00619	ieu-b-4845	EAS	338.329	CHS	EAS
HG00620	HG00620	ieu-b-4845	EAS	-3.70663	CHS	EAS
HG00622	HG00622	ieu-b-4845	EAS	-160.463	CHS	EAS
HG00623	HG00623	ieu-b-4845	EAS	38.5957	CHS	EAS
HG00625	HG00625	ieu-b-4845	EAS	223.907	CHS	EAS
HG00626	HG00626	ieu-b-4845	EAS	308.856	CHS	EAS
HG00628	HG00628	ieu-b-4845	EAS	186.35	CHS	EAS
HG00629	HG00629	ieu-b-4845	EAS	52.9439	CHS	EAS
HG00631	HG00631	ieu-b-4845	EAS	-25.4567	CHS	EAS
HG00632	HG00632	ieu-b-4845	EAS	36.862	CHS	EAS
HG00634	HG00634	ieu-b-4845	EAS	-312.804	CHS	EAS
HG00650	HG00650	ieu-b-4845	EAS	-83.4531	CHS	EAS
HG00651	HG00651	ieu-b-4845	EAS	99.4734	CHS	EAS
HG00653	HG00653	ieu-b-4845	EAS	74.3659	CHS	EAS
HG00654	HG00654	ieu-b-4845	EAS	186.446	CHS	EAS
HG00656	HG00656	ieu-b-4845	EAS	-46.9962	CHS	EAS
HG00657	HG00657	ieu-b-4845	EAS	63.0882	CHS	EAS
HG00662	HG00662	ieu-b-4845	EAS	-40.6077	CHS	EAS
HG00663	HG00663	ieu-b-4845	EAS	-65.3573	CHS	EAS
HG00671	HG00671	ieu-b-4845	EAS	104.383	CHS	EAS
HG00672	HG00672	ieu-b-4845	EAS	110.079	CHS	EAS
HG00674	HG00674	ieu-b-4845	EAS	56.5559	CHS	EAS
HG00675	HG00675	ieu-b-4845	EAS	-92.8931	CHS	EAS
HG00683	HG00683	ieu-b-4845	EAS	-63.6804	CHS	EAS
HG00684	HG00684	ieu-b-4845	EAS	145.726	CHS	EAS
HG00689	HG00689	ieu-b-4845	EAS	170.715	CHS	EAS
HG00690	HG00690	ieu-b-4845	EAS	-48.9476	CHS	EAS
HG00692	HG00692	ieu-b-4845	EAS	107.347	CHS	EAS
HG00693	HG00693	ieu-b-4845	EAS	246.157	CHS	EAS
HG00698	HG00698	ieu-b-4845	EAS	142.061	CHS	EAS
HG00699	HG00699	ieu-b-4845	EAS	-33.0088	CHS	EAS
HG00701	HG00701	ieu-b-4845	EAS	62.545	CHS	EAS
HG00704	HG00704	ieu-b-4845	EAS	-88.02	CHS	EAS
HG00705	HG00705	ieu-b-4845	EAS	-151.273	CHS	EAS
HG00707	HG00707	ieu-b-4845	EAS	66.0836	CHS	EAS
HG00708	HG00708	ieu-b-4845	EAS	-190.145	CHS	EAS
HG00717	HG00717	ieu-b-4845	EAS	105.093	CHS	EAS
HG00728	HG00728	ieu-b-4845	EAS	68.691	CHS	EAS
HG00729	HG00729	ieu-b-4845	EAS	80.7469	CHS	EAS
HG00759	HG00759	ieu-b-4845	EAS	19.8209	CDX	EAS
HG00766	HG00766	ieu-b-4845	EAS	-12.5645	CDX	EAS
HG00844	HG00844	ieu-b-4845	EAS	98.778	CDX	EAS
HG00851	HG00851	ieu-b-4845	EAS	158.273	CDX	EAS
HG00864	HG00864	ieu-b-4845	EAS	163.3	CDX	EAS
HG00867	HG00867	ieu-b-4845	EAS	135.442	CDX	EAS
HG00879	HG00879	ieu-b-4845	EAS	203.847	CDX	EAS
HG00881	HG00881	ieu-b-4845	EAS	16.1318	CDX	EAS
HG00956	HG00956	ieu-b-4845	EAS	194.884	CDX	EAS
HG00978	HG00978	ieu-b-4845	EAS	84.2548	CDX	EAS
HG00982	HG00982	ieu-b-4845	EAS	75.6621	CDX	EAS
HG01028	HG01028	ieu-b-4845	EAS	-111.137	CDX	EAS
HG01029	HG01029	ieu-b-4845	EAS	123.139	CDX	EAS
HG01031	HG01031	ieu-b-4845	EAS	45.6474	CDX	EAS
HG01046	HG01046	ieu-b-4845	EAS	65.053	CDX	EAS
HG01595	HG01595	ieu-b-4845	EAS	42.8639	KHV	EAS
HG01596	HG01596	ieu-b-4845	EAS	-12.0011	KHV	EAS
HG01597	HG01597	ieu-b-4845	EAS	138.574	KHV	EAS
